datetime,date,hour,day_of_week,month,is_weekend,is_holiday,is_festival,is_pre_holiday,is_post_holiday,is_pre_festival,is_post_festival,workday_after_holiday,temperature,humidity,wind_speed,solar_irradiance,load,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24
11-01-2023 06:00,11-01-2023,6,2,1,0,0,0,0,0,0,0,0,27.10444731,67.64886084,3.661260583,636.3961031,2005.65879,1865.50274,2005.571557,1874.620262,1971.130807,124.8601089
11-01-2023 07:00,11-01-2023,7,2,1,0,0,0,0,0,0,0,0,24.42856749,62.06357274,2.478147856,714.0180063,1955.775198,2005.65879,1860.495179,1969.012316,1971.134442,124.8611563
11-01-2023 08:00,11-01-2023,8,2,1,0,0,0,0,0,0,0,0,23.62793912,62.20513673,3.54402993,779.4228634,1737.909804,1955.775198,1804.578738,2043.222926,1975.104443,122.6861833
11-01-2023 09:00,11-01-2023,9,2,1,0,0,0,0,0,0,0,0,25.1330415,61.59361602,2.875025185,831.4915793,1664.252338,1737.909804,1877.067833,1967.216337,1972.32657,127.380084
11-01-2023 10:00,11-01-2023,10,2,1,0,0,0,0,0,0,0,0,25.17290021,52.94781881,1.688474531,869.3332437,1844.62303,1664.252338,1832.041063,1803.289838,1963.459258,140.980908
11-01-2023 11:00,11-01-2023,11,2,1,0,0,0,0,0,0,0,0,25.55464061,43.95789295,1.0823461,892.3003752,1763.434053,1844.62303,1785.323058,1872.251408,1963.983507,140.4935227
11-01-2023 12:00,11-01-2023,12,2,1,0,0,0,0,0,0,0,0,22.18114674,52.33200926,1.202623971,900,1690.232065,1763.434053,1882.139014,1907.521561,1963.071465,141.769018
11-01-2023 13:00,11-01-2023,13,2,1,0,0,0,0,0,0,0,0,21.56908663,51.52839017,1.972036312,892.3003752,1742.738153,1690.232065,1823.882179,1834.400026,1955.075342,151.6032031
11-01-2023 14:00,11-01-2023,14,2,1,0,0,0,0,0,0,0,0,19.0533976,47.7698421,1.247857748,869.3332437,1749.99586,1742.738153,1947.755603,2098.980794,1951.694341,155.5107022
11-01-2023 15:00,11-01-2023,15,2,1,0,0,0,0,0,0,0,0,19.69811779,54.76681565,1.983529021,831.4915793,1993.207152,1749.99586,1871.289527,1994.770739,1943.454352,160.8752596
11-01-2023 16:00,11-01-2023,16,2,1,0,0,0,0,0,0,0,0,18.60223614,64.80453325,2.324586776,779.4228634,1979.497619,1993.207152,1927.053047,1895.500854,1948.534253,160.4216971
11-01-2023 17:00,11-01-2023,17,2,1,0,0,0,0,0,0,0,0,19.75926643,46.32042952,1.058975216,714.0180063,1976.963469,1979.497619,1956.371946,1894.571965,1950.719443,160.4735474
11-01-2023 18:00,11-01-2023,18,2,1,0,0,0,0,0,0,0,0,17.33596889,58.49401505,1.215866075,636.3961031,2004.016365,1976.963469,2019.346718,2051.261683,1951.577423,160.5601063
11-01-2023 19:00,11-01-2023,19,2,1,0,0,0,0,0,0,0,0,17.35177443,64.29933429,3.610991319,547.8852861,2007.918802,2004.016365,2072.648118,2165.108544,1950.938659,160.3090725
11-01-2023 20:00,11-01-2023,20,2,1,0,0,0,0,0,0,0,0,17.91848247,70.00480339,4.228660263,450,2024.336317,2007.918802,2101.142123,2080.276421,1948.241604,158.7089127
11-01-2023 21:00,11-01-2023,21,2,1,0,0,0,0,0,0,0,0,21.05990941,61.55395641,2.621636884,344.4150891,2027.774093,2024.336317,2129.48124,2042.247609,1945.041362,156.247014
11-01-2023 22:00,11-01-2023,22,2,1,0,0,0,0,0,0,0,0,21.94394785,88.05687201,2.121295414,232.9371406,2006.300478,2027.774093,1979.540291,2202.110204,1940.803564,152.3579306
11-01-2023 23:00,11-01-2023,23,2,1,0,0,0,0,0,0,0,0,21.61681081,70.16064517,1.632436994,117.473573,2137.895806,2006.300478,2165.26095,2037.154845,1941.918572,152.7511576
12-01-2023 00:00,12-01-2023,0,3,1,0,0,0,0,0,0,0,0,21.1221602,61.97501869,4.563947494,0,2061.188763,2137.895806,2128.428165,2211.595306,1940.778357,151.1047905
12-01-2023 01:00,12-01-2023,1,3,1,0,0,0,0,0,0,0,0,23.08054936,67.56877078,4.8234495,117.473573,2046.482555,2061.188763,2223.593449,2208.662615,1937.976716,148.0671061
12-01-2023 02:00,12-01-2023,2,3,1,0,0,0,0,0,0,0,0,20.9388307,66.64541986,2.834451418,232.9371406,2082.823402,2046.482555,1951.42672,2036.136732,1930.597095,137.2301383
12-01-2023 03:00,12-01-2023,3,3,1,0,0,0,0,0,0,0,0,22.64160624,62.19353621,1.973235821,344.4150891,1963.943913,2082.823402,2111.907955,1984.857517,1936.071957,140.6751031
12-01-2023 04:00,12-01-2023,4,3,1,0,0,0,0,0,0,0,0,24.4218818,55.24496267,1.157311087,450,2042.264096,1963.943913,1985.292158,1859.624197,1929.906788,135.7914755
12-01-2023 05:00,12-01-2023,5,3,1,0,0,0,0,0,0,0,0,28.76355564,61.63733467,3.518520492,547.8852861,1963.653867,2042.264096,1865.50274,1928.484588,1932.280619,137.291479
12-01-2023 06:00,12-01-2023,6,3,1,0,0,0,0,0,0,0,0,27.26947861,65.64835025,4.70996375,636.3961031,1947.491689,1963.653867,2005.65879,1877.315779,1936.37025,136.6762993
12-01-2023 07:00,12-01-2023,7,3,1,0,0,0,0,0,0,0,0,26.62374306,49.36636776,3.882861591,714.0180063,1987.539008,1947.491689,1955.775198,1985.17632,1933.94662,135.9077784
12-01-2023 08:00,12-01-2023,8,3,1,0,0,0,0,0,0,0,0,27.55561444,51.55621387,1.796495894,779.4228634,1872.28124,1987.539008,1737.909804,1856.571944,1935.270112,136.2837314
12-01-2023 09:00,12-01-2023,9,3,1,0,0,0,0,0,0,0,0,26.46994156,49.19589523,1.762257975,831.4915793,2004.432527,1872.28124,1664.252338,1845.028338,1940.868922,130.4588994
12-01-2023 10:00,12-01-2023,10,3,1,0,0,0,0,0,0,0,0,26.14576629,49.14260064,3.884167016,869.3332437,1844.43377,2004.432527,1844.62303,1876.74288,1955.043097,116.8705873
12-01-2023 11:00,12-01-2023,11,3,1,0,0,0,0,0,0,0,0,24.65836749,43.96747494,4.2172297,892.3003752,1814.237483,1844.43377,1763.434053,1866.525685,1955.035211,116.8783679
12-01-2023 12:00,12-01-2023,12,3,1,0,0,0,0,0,0,0,0,21.95362475,49.78098491,4.818135877,900,2034.508867,1814.237483,1690.232065,1825.181596,1957.152021,113.6734781
12-01-2023 13:00,12-01-2023,13,3,1,0,0,0,0,0,0,0,0,20.93909867,51.90877495,1.636987586,892.3003752,1819.405237,2034.508867,1742.738153,1762.80563,1971.496887,99.34511336
12-01-2023 14:00,12-01-2023,14,3,1,0,0,0,0,0,0,0,0,20.51627617,51.61324401,1.05751642,869.3332437,1936.135095,1819.405237,1749.99586,1876.035744,1974.691349,92.67845001
12-01-2023 15:00,12-01-2023,15,3,1,0,0,0,0,0,0,0,0,18.86805379,49.67737515,3.173768078,831.4915793,1963.495045,1936.135095,1993.207152,1835.636115,1982.447151,79.97517284
12-01-2023 16:00,12-01-2023,16,3,1,0,0,0,0,0,0,0,0,16.39824186,62.41824394,2.331277367,779.4228634,2031.976954,1963.495045,1979.497619,1904.031604,1981.209146,80.03131756
12-01-2023 17:00,12-01-2023,17,3,1,0,0,0,0,0,0,0,0,18.85096159,66.0409642,4.583158614,714.0180063,2022.731712,2031.976954,1976.963469,1936.022914,1983.395785,80.69668352
12-01-2023 18:00,12-01-2023,18,3,1,0,0,0,0,0,0,0,0,18.57700801,68.29311189,3.95786807,636.3961031,1977.839172,2022.731712,2004.016365,2065.012257,1985.302795,81.07796
12-01-2023 19:00,12-01-2023,19,3,1,0,0,0,0,0,0,0,0,16.06394815,58.45592199,3.802957834,547.8852861,2101.582221,1977.839172,2007.918802,2007.57167,1984.212079,80.99129712
12-01-2023 20:00,12-01-2023,20,3,1,0,0,0,0,0,0,0,0,21.81455315,57.74282348,1.08312034,450,2184.608401,2101.582221,2024.336317,2057.43533,1988.114721,84.36947252
12-01-2023 21:00,12-01-2023,21,3,1,0,0,0,0,0,0,0,0,18.03763774,68.600536,3.681911058,344.4150891,2102.101098,2184.608401,2027.774093,2075.334549,1994.792725,93.23794852
12-01-2023 22:00,12-01-2023,22,3,1,0,0,0,0,0,0,0,0,21.48859014,68.58176527,2.349458877,232.9371406,2159.931964,2102.101098,2006.300478,1949.549217,1997.889683,95.58592187
12-01-2023 23:00,12-01-2023,23,3,1,0,0,0,0,0,0,0,0,17.70356719,62.08012978,1.350117082,117.473573,2068.238621,2159.931964,2137.895806,1988.653799,2004.290995,101.1556895
13-01-2023 00:00,13-01-2023,0,4,1,0,0,0,0,0,0,0,0,22.29367509,73.29352477,3.270840153,0,1994.462672,2068.238621,2061.188763,2095.449503,2001.388612,98.10902818
13-01-2023 01:00,13-01-2023,1,4,1,0,0,0,0,0,0,0,0,21.83907696,74.82759042,3.721786577,117.473573,2017.803293,1994.462672,2046.482555,2116.882179,1998.608359,97.28268257
13-01-2023 02:00,13-01-2023,2,4,1,0,0,0,0,0,0,0,0,25.20246186,73.63368286,2.333358871,232.9371406,2079.725403,2017.803293,2082.823402,2049.82236,1997.413389,96.84420558
13-01-2023 03:00,13-01-2023,3,4,1,0,0,0,0,0,0,0,0,23.39122898,78.22378273,3.477095973,344.4150891,2132.491535,2079.725403,1963.943913,1970.356976,1997.284306,96.72740742
13-01-2023 04:00,13-01-2023,4,4,1,0,0,0,0,0,0,0,0,26.41858751,75.08918476,1.01176265,450,2098.686882,2132.491535,2042.264096,1998.121836,2004.307124,100.2557891
13-01-2023 05:00,13-01-2023,5,4,1,0,0,0,0,0,0,0,0,26.46997972,64.43772708,2.182755225,547.8852861,1997.749765,2098.686882,1963.653867,1895.492484,2006.658073,101.8336868
13-01-2023 06:00,13-01-2023,6,4,1,0,0,0,0,0,0,0,0,26.44086677,57.36705339,2.850991758,636.3961031,1966.361407,1997.749765,1947.491689,1883.678069,2008.078736,101.4447487
13-01-2023 07:00,13-01-2023,7,4,1,0,0,0,0,0,0,0,0,27.49363501,54.53249588,2.664569778,714.0180063,2001.271159,1966.361407,1987.539008,1849.777853,2008.864974,101.0270221
13-01-2023 08:00,13-01-2023,8,4,1,0,0,0,0,0,0,0,0,27.0057342,49.09112957,1.297795538,779.4228634,1786.205619,2001.271159,1872.28124,1886.368684,2009.437147,100.9398386
13-01-2023 09:00,13-01-2023,9,4,1,0,0,0,0,0,0,0,0,24.59336461,48.8703384,3.946066403,831.4915793,1903.236833,1786.205619,2004.432527,1840.964802,2005.850663,107.3505911
13-01-2023 10:00,13-01-2023,10,4,1,0,0,0,0,0,0,0,0,21.22749536,48.96517978,3.266523091,869.3332437,1846.443025,1903.236833,1844.43377,1818.205491,2001.634175,109.3769575
13-01-2023 11:00,13-01-2023,11,4,1,0,0,0,0,0,0,0,0,26.66080729,47.0308327,2.960250583,892.3003752,1917.435569,1846.443025,1814.237483,1946.783507,2001.717894,109.2520999
13-01-2023 12:00,13-01-2023,12,4,1,0,0,0,0,0,0,0,0,23.9458636,42.89184652,3.528812517,900,1962.233149,1917.435569,2034.508867,1781.865143,2006.017815,103.4280579
13-01-2023 13:00,13-01-2023,13,4,1,0,0,0,0,0,0,0,0,20.74303508,50.14222744,1.932662887,892.3003752,1872.813113,1962.233149,1819.405237,1877.013208,2003.006326,103.6144719
13-01-2023 14:00,13-01-2023,14,4,1,0,0,0,0,0,0,0,0,19.99355939,55.40803621,3.217231644,869.3332437,1835.517019,1872.813113,1936.135095,1762.691369,2005.231654,100.0106766
13-01-2023 15:00,13-01-2023,15,4,1,0,0,0,0,0,0,0,0,19.91200721,46.34891693,3.976028115,831.4915793,1885.358912,1835.517019,1963.495045,1923.202113,2001.039235,105.0167699
13-01-2023 16:00,13-01-2023,16,4,1,0,0,0,0,0,0,0,0,17.21391874,53.27306161,3.386508232,779.4228634,1861.18142,1885.358912,2031.976954,1943.136688,1997.783562,107.4150807
13-01-2023 17:00,13-01-2023,17,4,1,0,0,0,0,0,0,0,0,19.06995739,53.87241656,1.059503678,714.0180063,2007.830665,1861.18142,2022.731712,1993.32032,1990.667082,110.6599735
